	Isample	g1	g2	Kr	KAW	AW0	Var
21125	    0.1730	    1.7591	    0.0513	    0.4950	   28.7360	    0.4645
21126	    0.1730	    1.7591	    0.0513	    0.4950	   28.7740	    0.4645
21127	    0.1730	    1.7591	    0.0513	    0.4580	   28.7740	    0.4645
21128	    0.1730	    1.7591	    0.0513	    0.4580	   28.7740	    0.4645
21129	    0.1730	    1.7591	    0.0513	    0.4580	   28.7910	    0.4645
21130	    0.1530	    1.7591	    0.0513	    0.4580	   28.7910	    0.4645
21131	    0.1660	    1.7591	    0.0513	    0.4580	   28.7910	    0.4645
21132	    0.1660	    1.7591	    0.0513	    0.4580	   28.7440	    0.4645
21133	    0.1660	    1.7591	    0.0513	    0.4740	   28.7440	    0.4645
21134	    0.1660	    1.7591	    0.0513	    0.4740	   28.7440	    0.4645
21135	    0.1660	    1.7591	    0.0513	    0.4740	   28.7370	    0.4645
21136	    0.1660	    1.7591	    0.0513	    0.4740	   28.7370	    0.4645
21137	    0.1660	    1.7591	    0.0513	    0.4740	   28.7370	    0.4835
21138	    0.1660	    1.7591	    0.0513	    0.4740	   28.7670	    0.4835
21139	    0.1660	    1.7241	    0.0513	    0.4740	   28.7670	    0.4835
21140	    0.1660	    1.7241	    0.0623	    0.4740	   28.7670	    0.4835
21141	    0.1660	    1.7241	    0.0623	    0.4550	   28.7670	    0.4835
21142	    0.1660	    1.7241	    0.0623	    0.4550	   28.7670	    0.5135
21143	    0.1660	    1.7241	    0.0623	    0.4550	   28.7670	    0.4865
21144	    0.1460	    1.7241	    0.0623	    0.4550	   28.7670	    0.4865
21145	    0.1460	    1.7241	    0.0623	    0.4540	   28.7670	    0.4865
21146	    0.1460	    1.7241	    0.0623	    0.4540	   28.7670	    0.4865
21147	    0.1460	    1.7241	    0.0623	    0.4980	   28.7670	    0.4865
21148	    0.1460	    1.7241	    0.0623	    0.4980	   28.7670	    0.4865
21149	    0.1460	    1.7241	    0.0623	    0.4980	   28.7670	    0.5295
21150	    0.1460	    1.7241	    0.0623	    0.4980	   28.7670	    0.5295
21151	    0.1460	    1.6741	    0.0623	    0.4980	   28.7670	    0.5295
21152	    0.1460	    1.6741	    0.0623	    0.4980	   28.7340	    0.5295
21153	    0.1310	    1.6741	    0.0623	    0.4980	   28.7340	    0.5295
21154	    0.1310	    1.6741	    0.0623	    0.4980	   28.7340	    0.5395
21155	    0.1310	    1.6741	    0.0623	    0.4980	   28.7340	    0.5395
21156	    0.1310	    1.6741	    0.0623	    0.4600	   28.7340	    0.5395
21157	    0.1310	    1.6741	    0.0623	    0.4600	   28.7410	    0.5395
21158	    0.1310	    1.6741	    0.0623	    0.5010	   28.7410	    0.5395
21159	    0.1310	    1.6741	    0.0623	    0.5010	   28.7410	    0.5395
21160	    0.1310	    1.6741	    0.0563	    0.5010	   28.7410	    0.5395
21161	    0.1090	    1.6741	    0.0563	    0.5010	   28.7410	    0.5395
21162	    0.1090	    1.6741	    0.0563	    0.5010	   28.7410	    0.5605
21163	    0.1040	    1.6741	    0.0563	    0.5010	   28.7410	    0.5605
21164	    0.1040	    1.6741	    0.0563	    0.5010	   28.7410	    0.6085
21165	    0.1040	    1.6741	    0.0563	    0.5010	   28.7410	    0.6085
21166	    0.1040	    1.6741	    0.0563	    0.5010	   28.7880	    0.6085
21167	    0.1040	    1.7071	    0.0563	    0.5010	   28.7880	    0.6085
21168	    0.1040	    1.7071	    0.0563	    0.5010	   28.7880	    0.6355
21169	    0.1040	    1.7071	    0.0563	    0.5010	   28.7880	    0.6355
21170	    0.1040	    1.7071	    0.0563	    0.5010	   28.7880	    0.6355
21171	    0.1040	    1.7071	    0.0563	    0.5010	   28.7880	    0.6355
21172	    0.1040	    1.7071	    0.0563	    0.5040	   28.7880	    0.6355
21173	    0.1040	    1.7071	    0.0563	    0.5050	   28.7880	    0.6355
21174	    0.1070	    1.7071	    0.0563	    0.5050	   28.7880	    0.6355
21175	    0.1070	    1.7071	    0.0793	    0.5050	   28.7880	    0.6355
21176	    0.1070	    1.7071	    0.0793	    0.5050	   28.7880	    0.6355
21177	    0.1070	    1.7431	    0.0793	    0.5050	   28.7880	    0.6355
21178	    0.1070	    1.7431	    0.0473	    0.5050	   28.7880	    0.6355
21179	    0.1070	    1.7431	    0.0473	    0.5050	   28.8090	    0.6355
21180	    0.1070	    1.7431	    0.0473	    0.5050	   28.8100	    0.6355
21181	    0.1070	    1.7431	    0.0473	    0.4780	   28.8100	    0.6355
21182	    0.1070	    1.7431	    0.0327	    0.4780	   28.8100	    0.6355
21183	    0.1070	    1.7021	    0.0327	    0.4780	   28.8100	    0.6355
21184	    0.0680	    1.7021	    0.0327	    0.4780	   28.8100	    0.6355
21185	    0.0680	    1.7021	    0.0327	    0.4780	   28.7770	    0.6355
21186	    0.0680	    1.7021	    0.0327	    0.4780	   28.7770	    0.6435
21187	    0.0680	    1.7191	    0.0327	    0.4780	   28.7770	    0.6435
21188	    0.0680	    1.7191	    0.0327	    0.4780	   28.7770	    0.6435
21189	    0.0680	    1.7191	    0.0327	    0.4780	   28.7770	    0.6035
21190	    0.0680	    1.7191	    0.0327	    0.4780	   28.8050	    0.6035
21191	    0.0680	    1.6891	    0.0327	    0.4780	   28.8050	    0.6035
21192	    0.0680	    1.7361	    0.0327	    0.4780	   28.8050	    0.6035
21193	    0.0680	    1.7361	    0.0406	    0.4780	   28.8050	    0.6035
21194	    0.0680	    1.7361	    0.0406	    0.4780	   28.8050	    0.6035
21195	    0.0590	    1.7361	    0.0406	    0.4780	   28.8050	    0.6035
21196	    0.0590	    1.7361	    0.0990	    0.4780	   28.8050	    0.6035
21197	    0.0590	    1.7361	    0.0990	    0.4780	   28.8050	    0.6035
21198	    0.0590	    1.7361	    0.0990	    0.4630	   28.8050	    0.6035
21199	    0.0590	    1.7361	    0.0990	    0.4630	   28.7550	    0.6035
21200	    0.0320	    1.7361	    0.0990	    0.4630	   28.7550	    0.6035
21201	    0.0320	    1.7361	    0.0500	    0.4630	   28.7550	    0.6035
21202	    0.0320	    1.7361	    0.0500	    0.4630	   28.7550	    0.6065
21203	    0.0320	    1.7361	    0.0500	    0.4630	   28.7790	    0.6065
21204	    0.0320	    1.7671	    0.0500	    0.4630	   28.7790	    0.6065
21205	    0.0386	    1.7671	    0.0500	    0.4630	   28.7790	    0.6065
21206	    0.0386	    1.7671	    0.0500	    0.4660	   28.7790	    0.6065
21207	    0.0386	    1.7671	    0.0500	    0.4660	   28.7790	    0.5765
21208	    0.0386	    1.7671	    0.0792	    0.4660	   28.7790	    0.5765
21209	    0.0386	    1.7731	    0.0792	    0.4660	   28.7790	    0.5765
21210	    0.0386	    1.7731	    0.0792	    0.4660	   28.7790	    0.6255
21211	    0.0386	    1.7731	    0.0792	    0.4870	   28.7790	    0.6255
21212	    0.0386	    1.8061	    0.0792	    0.4870	   28.7790	    0.6255
21213	    0.0386	    1.8061	    0.0792	    0.5310	   28.7790	    0.6255
21214	    0.0386	    1.8061	    0.0792	    0.5310	   28.7790	    0.6255
21215	    0.0386	    1.8061	    0.0792	    0.5450	   28.7790	    0.6255
21216	    0.0456	    1.8061	    0.0792	    0.5450	   28.7790	    0.6255
21217	    0.0456	    1.8061	    0.0792	    0.5380	   28.7790	    0.6255
21218	    0.0456	    1.8061	    0.0792	    0.5380	   28.7900	    0.6255
21219	    0.0456	    1.8061	    0.0912	    0.5380	   28.7900	    0.6255
21220	    0.0456	    1.8061	    0.0912	    0.5380	   28.7900	    0.6415
21221	    0.0456	    1.8061	    0.0602	    0.5380	   28.7900	    0.6415
21222	    0.0456	    1.8061	    0.0602	    0.5240	   28.7900	    0.6415
21223	    0.0456	    1.8061	    0.0602	    0.4760	   28.7900	    0.6415
21224	    0.0456	    1.7961	    0.0602	    0.4760	   28.7900	    0.6415
21225	    0.0931	    1.7961	    0.0602	    0.4760	   28.7900	    0.6415
21226	    0.0931	    1.7961	    0.0602	    0.4760	   28.7900	    0.6735
21227	    0.0931	    1.7961	    0.0612	    0.4760	   28.7900	    0.6735
21228	    0.0931	    1.7961	    0.0612	    0.4760	   28.7780	    0.6735
21229	    0.0931	    1.7961	    0.0612	    0.4760	   28.7780	    0.6545
21230	    0.0931	    1.7961	    0.0792	    0.4760	   28.7780	    0.6545
21231	    0.0921	    1.7961	    0.0792	    0.4760	   28.7780	    0.6545
21232	    0.0921	    1.7841	    0.0792	    0.4760	   28.7780	    0.6545
21233	    0.0921	    1.7841	    0.0792	    0.4760	   28.7780	    0.6545
21234	    0.0921	    1.7841	    0.0792	    0.4760	   28.7780	    0.6545
21235	    0.0921	    1.7841	    0.0792	    0.4760	   28.7780	    0.6545
21236	    0.0921	    1.7841	    0.0792	    0.4940	   28.7780	    0.6545
21237	    0.0921	    1.8131	    0.0792	    0.4940	   28.7780	    0.6545
21238	    0.0581	    1.8131	    0.0792	    0.4940	   28.7780	    0.6545
21239	    0.0581	    1.8041	    0.0792	    0.4940	   28.7780	    0.6545
21240	    0.0581	    1.8041	    0.0792	    0.4940	   28.8150	    0.6545
21241	    0.1071	    1.8041	    0.0792	    0.4940	   28.8150	    0.6545
21242	    0.1071	    1.8041	    0.0792	    0.4940	   28.8150	    0.6115
21243	    0.1071	    1.8041	    0.0792	    0.4940	   28.8150	    0.5685
21244	    0.1071	    1.8041	    0.0792	    0.4940	   28.8010	    0.5685
21245	    0.1071	    1.8041	    0.0702	    0.4940	   28.8010	    0.5685
21246	    0.0841	    1.8041	    0.0702	    0.4940	   28.8010	    0.5685
21247	    0.0841	    1.8041	    0.0702	    0.4670	   28.8010	    0.5685
21248	    0.0841	    1.8041	    0.0702	    0.4670	   28.8010	    0.5685
21249	    0.1171	    1.8041	    0.0702	    0.4670	   28.8010	    0.5685
21250	    0.1171	    1.8041	    0.0362	    0.4670	   28.8010	    0.5685
21251	    0.1171	    1.8161	    0.0362	    0.4670	   28.8010	    0.5685
21252	    0.1171	    1.8161	    0.0362	    0.4670	   28.7930	    0.5685
21253	    0.1171	    1.8161	    0.0362	    0.4400	   28.7930	    0.5685
21254	    0.0951	    1.8161	    0.0362	    0.4400	   28.7930	    0.5685
21255	    0.0951	    1.8321	    0.0362	    0.4400	   28.7930	    0.5685
21256	    0.0951	    1.8321	    0.0683	    0.4400	   28.7930	    0.5685
21257	    0.1071	    1.8321	    0.0683	    0.4400	   28.7930	    0.5685
21258	    0.1281	    1.8321	    0.0683	    0.4400	   28.7930	    0.5685
21259	    0.1631	    1.8321	    0.0683	    0.4400	   28.7930	    0.5685
21260	    0.1631	    1.8321	    0.0483	    0.4400	   28.7930	    0.5685
21261	    0.1631	    1.8321	    0.0483	    0.4400	   28.8150	    0.5685
21262	    0.1631	    1.8321	    0.0483	    0.4400	   28.8150	    0.5685
21263	    0.1761	    1.8321	    0.0483	    0.4400	   28.8150	    0.5685
21264	    0.1761	    1.8321	    0.0505	    0.4400	   28.8150	    0.5685
21265	    0.1761	    1.8321	    0.0505	    0.4400	   28.8150	    0.5495
21266	    0.1761	    1.8321	    0.0505	    0.4400	   28.8150	    0.5495
21267	    0.1761	    1.8321	    0.0505	    0.4200	   28.8150	    0.5495
21268	    0.1761	    1.8321	    0.0505	    0.4200	   28.7940	    0.5495
21269	    0.2081	    1.8321	    0.0505	    0.4200	   28.7940	    0.5495
21270	    0.2081	    1.8321	    0.0505	    0.4370	   28.7940	    0.5495
21271	    0.2081	    1.8721	    0.0505	    0.4370	   28.7940	    0.5495
21272	    0.2081	    1.8721	    0.0505	    0.4560	   28.7940	    0.5495
21273	    0.2081	    1.8721	    0.0505	    0.4470	   28.7940	    0.5495
21274	    0.2081	    1.8721	    0.0505	    0.4120	   28.7940	    0.5495
21275	    0.1891	    1.8721	    0.0505	    0.4120	   28.7940	    0.5495
21276	    0.1891	    1.8721	    0.0505	    0.4120	   28.7940	    0.5005
21277	    0.1721	    1.8721	    0.0505	    0.4120	   28.7940	    0.5005
21278	    0.1721	    1.8851	    0.0505	    0.4120	   28.7940	    0.5005
21279	    0.1721	    1.8731	    0.0505	    0.4120	   28.7940	    0.5005
21280	    0.1721	    1.8731	    0.0505	    0.4120	   28.7640	    0.5005
21281	    0.1721	    1.8731	    0.0505	    0.4120	   28.7940	    0.5005
21282	    0.1721	    1.8731	    0.0505	    0.4120	   28.7700	    0.5005
21283	    0.1721	    1.8731	    0.0505	    0.4120	   28.7840	    0.5005
21284	    0.1721	    1.8731	    0.0505	    0.4120	   28.8130	    0.5005
21285	    0.1721	    1.8731	    0.0505	    0.4120	   28.8470	    0.5005
21286	    0.1721	    1.8671	    0.0505	    0.4120	   28.8470	    0.5005
21287	    0.1721	    1.9141	    0.0505	    0.4120	   28.8470	    0.5005
21288	    0.1721	    1.9141	    0.0505	    0.4120	   28.8470	    0.5005
21289	    0.1721	    1.8971	    0.0505	    0.4120	   28.8470	    0.5005
21290	    0.1721	    1.8971	    0.0505	    0.4120	   28.8310	    0.5005
21291	    0.1721	    1.8971	    0.0505	    0.4120	   28.8310	    0.4905
21292	    0.1721	    1.8971	    0.0505	    0.4120	   28.8190	    0.4905
21293	    0.1681	    1.8971	    0.0505	    0.4120	   28.8190	    0.4905
21294	    0.1681	    1.8971	    0.0505	    0.4120	   28.8190	    0.5275
21295	    0.1561	    1.8971	    0.0505	    0.4120	   28.8190	    0.5275
21296	    0.1131	    1.8971	    0.0505	    0.4120	   28.8190	    0.5275
21297	    0.1131	    1.8971	    0.0687	    0.4120	   28.8190	    0.5275
21298	    0.1131	    1.8971	    0.0687	    0.4120	   28.8190	    0.5475
21299	    0.1131	    1.8971	    0.0687	    0.4120	   28.8190	    0.5475
21300	    0.1131	    1.8591	    0.0687	    0.4120	   28.8190	    0.5475
21301	    0.1131	    1.8591	    0.0767	    0.4120	   28.8190	    0.5475
21302	    0.1131	    1.8261	    0.0767	    0.4120	   28.8190	    0.5475
21303	    0.0871	    1.8261	    0.0767	    0.4120	   28.8190	    0.5475
21304	    0.0491	    1.8261	    0.0767	    0.4120	   28.8190	    0.5475
21305	    0.0491	    1.8261	    0.0767	    0.4120	   28.8190	    0.5165
21306	    0.0491	    1.7781	    0.0767	    0.4120	   28.8190	    0.5165
21307	    0.0491	    1.7391	    0.0767	    0.4120	   28.8190	    0.5165
21308	    0.0168	    1.7391	    0.0767	    0.4120	   28.8190	    0.5165
21309	    0.0168	    1.7841	    0.0767	    0.4120	   28.8190	    0.5165
21310	    0.0168	    1.7551	    0.0767	    0.4120	   28.8190	    0.5165
21311	    0.0168	    1.7551	    0.0767	    0.4120	   28.8190	    0.5165
21312	    0.0683	    1.7551	    0.0767	    0.4120	   28.8190	    0.5165
21313	    0.0683	    1.7551	    0.0767	    0.4120	   28.8650	    0.5165
21314	    0.0683	    1.7551	    0.0767	    0.4120	   28.8650	    0.4995
21315	    0.0683	    1.7411	    0.0767	    0.4120	   28.8650	    0.4995
21316	    0.0683	    1.7411	    0.0477	    0.4120	   28.8650	    0.4995
21317	    0.0683	    1.7411	    0.0477	    0.4120	   28.8170	    0.4995
21318	    0.0683	    1.7411	    0.0477	    0.4210	   28.8170	    0.4995
21319	    0.0683	    1.7791	    0.0477	    0.4210	   28.8170	    0.4995
21320	    0.0683	    1.7791	    0.0406	    0.4210	   28.8170	    0.4995
21321	    0.1073	    1.7791	    0.0406	    0.4210	   28.8170	    0.4995
21322	    0.1073	    1.7791	    0.0475	    0.4210	   28.8170	    0.4995
21323	    0.1073	    1.7791	    0.0475	    0.4210	   28.8170	    0.4995
21324	    0.1073	    1.7791	    0.0475	    0.4210	   28.8170	    0.4995
21325	    0.1073	    1.7791	    0.0475	    0.4210	   28.8170	    0.4995
21326	    0.1073	    1.7791	    0.0475	    0.4210	   28.7900	    0.4995
21327	    0.1073	    1.7791	    0.0475	    0.4190	   28.7900	    0.4995
21328	    0.1073	    1.7791	    0.0475	    0.4670	   28.7900	    0.4995
21329	    0.1073	    1.7661	    0.0475	    0.4670	   28.7900	    0.4995
21330	    0.1073	    1.7661	    0.0475	    0.4670	   28.7760	    0.4995
21331	    0.1073	    1.7661	    0.0475	    0.4670	   28.8200	    0.4995
21332	    0.1073	    1.7661	    0.0475	    0.4670	   28.8200	    0.5195
21333	    0.1073	    1.7661	    0.0475	    0.4670	   28.8200	    0.4725
21334	    0.1073	    1.7661	    0.0475	    0.4670	   28.7830	    0.4725
21335	    0.1073	    1.7661	    0.0475	    0.4670	   28.7830	    0.4975
21336	    0.1073	    1.7661	    0.0475	    0.4240	   28.7830	    0.4975
21337	    0.1073	    1.7661	    0.0475	    0.4240	   28.7830	    0.4975
21338	    0.1433	    1.7661	    0.0475	    0.4240	   28.7830	    0.4975
21339	    0.1433	    1.7661	    0.0416	    0.4240	   28.7830	    0.4975
21340	    0.1223	    1.7661	    0.0416	    0.4240	   28.7830	    0.4975
21341	    0.1223	    1.7661	    0.0416	    0.4240	   28.7830	    0.5055
21342	    0.1693	    1.7661	    0.0416	    0.4240	   28.7830	    0.5055
21343	    0.1623	    1.7661	    0.0416	    0.4240	   28.7830	    0.5055
21344	    0.2063	    1.7661	    0.0416	    0.4240	   28.7830	    0.5055
21345	    0.2063	    1.7561	    0.0416	    0.4240	   28.7830	    0.5055
21346	    0.2063	    1.7561	    0.0416	    0.4240	   28.7830	    0.5005
21347	    0.2403	    1.7561	    0.0416	    0.4240	   28.7830	    0.5005
21348	    0.2403	    1.7531	    0.0416	    0.4240	   28.7830	    0.5005
21349	    0.2403	    1.7531	    0.0416	    0.4240	   28.7830	    0.5005
21350	    0.2403	    1.7721	    0.0416	    0.4240	   28.7830	    0.5005
21351	    0.2403	    1.7721	    0.0416	    0.4240	   28.7830	    0.5005
21352	    0.2403	    1.7721	    0.0416	    0.4630	   28.7830	    0.5005
21353	    0.2403	    1.7721	    0.0416	    0.4710	   28.7830	    0.5005
21354	    0.2403	    1.7721	    0.0416	    0.4710	   28.7830	    0.5005
21355	    0.2403	    1.7721	    0.0416	    0.4710	   28.7830	    0.5005
21356	    0.2403	    1.7731	    0.0416	    0.4710	   28.7830	    0.5005
21357	    0.2483	    1.7731	    0.0416	    0.4710	   28.7830	    0.5005
21358	    0.2483	    1.7621	    0.0416	    0.4710	   28.7830	    0.5005
21359	    0.2483	    1.7621	    0.0416	    0.4990	   28.7830	    0.5005
21360	    0.2483	    1.7261	    0.0416	    0.4990	   28.7830	    0.5005
21361	    0.2483	    1.7261	    0.0861	    0.4990	   28.7830	    0.5005
21362	    0.2483	    1.7261	    0.0861	    0.5240	   28.7830	    0.5005
21363	    0.2483	    1.7261	    0.0861	    0.5240	   28.7830	    0.5345
21364	    0.2483	    1.7261	    0.0791	    0.5240	   28.7830	    0.5345
21365	    0.2483	    1.7261	    0.0811	    0.5240	   28.7830	    0.5345
21366	    0.2483	    1.7261	    0.0811	    0.5240	   28.7830	    0.5345
21367	    0.2483	    1.7261	    0.0811	    0.5240	   28.7830	    0.5345
21368	    0.2483	    1.7261	    0.0811	    0.5260	   28.7830	    0.5345
21369	    0.2483	    1.7261	    0.0811	    0.5260	   28.7850	    0.5345
21370	    0.2483	    1.7261	    0.0811	    0.5260	   28.8120	    0.5345
21371	    0.2483	    1.7261	    0.0811	    0.5220	   28.8120	    0.5345
21372	    0.2483	    1.7091	    0.0811	    0.5220	   28.8120	    0.5345
21373	    0.2483	    1.7091	    0.0811	    0.5220	   28.8120	    0.5025
21374	    0.2483	    1.7091	    0.0721	    0.5220	   28.8120	    0.5025
21375	    0.2483	    1.7361	    0.0721	    0.5220	   28.8120	    0.5025
21376	    0.2343	    1.7361	    0.0721	    0.5220	   28.8120	    0.5025
21377	    0.2343	    1.7631	    0.0721	    0.5220	   28.8120	    0.5025
21378	    0.2343	    1.7631	    0.0661	    0.5220	   28.8120	    0.5025
21379	    0.2343	    1.7631	    0.0661	    0.5220	   28.8220	    0.5025
21380	    0.2343	    1.7631	    0.0661	    0.5220	   28.8450	    0.5025
21381	    0.2823	    1.7631	    0.0661	    0.5220	   28.8450	    0.5025
21382	    0.2823	    1.7631	    0.0661	    0.5220	   28.8450	    0.5025
21383	    0.2823	    1.7631	    0.0661	    0.5220	   28.8450	    0.5325
21384	    0.2823	    1.7631	    0.0661	    0.5220	   28.8450	    0.5745
21385	    0.2823	    1.7631	    0.0661	    0.5250	   28.8450	    0.5745
21386	    0.2823	    1.7391	    0.0661	    0.5250	   28.8450	    0.5745
21387	    0.2833	    1.7391	    0.0661	    0.5250	   28.8450	    0.5745
21388	    0.2703	    1.7391	    0.0661	    0.5250	   28.8450	    0.5745
21389	    0.2703	    1.7391	    0.0661	    0.5250	   28.8450	    0.5585
21390	    0.2243	    1.7391	    0.0661	    0.5250	   28.8450	    0.5585
21391	    0.2553	    1.7391	    0.0661	    0.5250	   28.8450	    0.5585
21392	    0.2763	    1.7391	    0.0661	    0.5250	   28.8450	    0.5585
21393	    0.3103	    1.7391	    0.0661	    0.5250	   28.8450	    0.5585
21394	    0.3103	    1.7391	    0.0471	    0.5250	   28.8450	    0.5585
21395	    0.3103	    1.7391	    0.0471	    0.5040	   28.8450	    0.5585
21396	    0.3103	    1.7391	    0.0471	    0.5040	   28.8130	    0.5585
21397	    0.3103	    1.7391	    0.0471	    0.5040	   28.8570	    0.5585
21398	    0.3343	    1.7391	    0.0471	    0.5040	   28.8570	    0.5585
21399	    0.3743	    1.7391	    0.0471	    0.5040	   28.8570	    0.5585
21400	    0.3743	    1.7831	    0.0471	    0.5040	   28.8570	    0.5585
21401	    0.3743	    1.7831	    0.0471	    0.5040	   28.8570	    0.5595
21402	    0.3743	    1.7831	    0.0471	    0.5040	   28.8570	    0.5595
21403	    0.3743	    1.7831	    0.0471	    0.5040	   28.9020	    0.5595
21404	    0.3743	    1.7871	    0.0471	    0.5040	   28.9020	    0.5595
21405	    0.3743	    1.7871	    0.0471	    0.5040	   28.9230	    0.5595
21406	    0.3743	    1.7871	    0.0471	    0.5390	   28.9230	    0.5595
21407	    0.3743	    1.7871	    0.0297	    0.5390	   28.9230	    0.5595
21408	    0.3743	    1.7871	    0.0297	    0.5390	   28.9090	    0.5595
21409	    0.3743	    1.7921	    0.0297	    0.5390	   28.9090	    0.5595
21410	    0.3743	    1.7921	    0.0297	    0.5390	   28.9160	    0.5595
21411	    0.3743	    1.7921	    0.0297	    0.5650	   28.9160	    0.5595
21412	    0.3743	    1.7921	    0.0297	    0.5650	   28.9160	    0.5595
21413	    0.3743	    1.7921	    0.0772	    0.5650	   28.9160	    0.5595
21414	    0.3743	    1.7921	    0.0772	    0.5650	   28.9160	    0.5805
21415	    0.3743	    1.8391	    0.0772	    0.5650	   28.9160	    0.5805
21416	    0.3743	    1.8391	    0.0772	    0.5650	   28.9160	    0.5595
21417	    0.3743	    1.8391	    0.0772	    0.6130	   28.9160	    0.5595
21418	    0.3743	    1.8391	    0.0772	    0.6460	   28.9160	    0.5595
21419	    0.3743	    1.8201	    0.0772	    0.6460	   28.9160	    0.5595
21420	    0.3743	    1.8201	    0.0772	    0.6460	   28.9160	    0.5415
21421	    0.3743	    1.8201	    0.0772	    0.6460	   28.9160	    0.5605
21422	    0.3743	    1.8201	    0.0772	    0.6460	   28.9340	    0.5605
21423	    0.3743	    1.7871	    0.0772	    0.6460	   28.9340	    0.5605
21424	    0.3743	    1.7871	    0.0772	    0.6460	   28.9340	    0.5605
21425	    0.3743	    1.7871	    0.0882	    0.6460	   28.9340	    0.5605
21426	    0.3743	    1.7871	    0.0882	    0.6460	   28.9340	    0.6065
21427	    0.3743	    1.7871	    0.0882	    0.6460	   28.8960	    0.6065
21428	    0.3743	    1.7871	    0.0882	    0.6460	   28.8960	    0.6485
21429	    0.3743	    1.7871	    0.0892	    0.6460	   28.8960	    0.6485
21430	    0.3743	    1.7871	    0.0892	    0.6460	   28.8960	    0.6615
21431	    0.3743	    1.7761	    0.0892	    0.6460	   28.8960	    0.6615
21432	    0.3773	    1.7761	    0.0892	    0.6460	   28.8960	    0.6615
21433	    0.3773	    1.7761	    0.0892	    0.6750	   28.8960	    0.6615
21434	    0.3773	    1.7761	    0.0892	    0.6750	   28.9450	    0.6615
21435	    0.3773	    1.7761	    0.0892	    0.6750	   28.9450	    0.6615
21436	    0.3773	    1.7761	    0.0892	    0.6750	   28.9460	    0.6615
21437	    0.3773	    1.7761	    0.0892	    0.6710	   28.9460	    0.6615
21438	    0.4203	    1.7761	    0.0892	    0.6710	   28.9460	    0.6615
21439	    0.4203	    1.7761	    0.0892	    0.6710	   28.9460	    0.6615
21440	    0.4203	    1.7761	    0.0892	    0.6710	   28.9460	    0.6615
21441	    0.4203	    1.7761	    0.0892	    0.6710	   28.9460	    0.6805
21442	    0.4203	    1.7761	    0.0892	    0.6710	   28.9460	    0.6575
21443	    0.4203	    1.7871	    0.0892	    0.6710	   28.9460	    0.6575
21444	    0.4203	    1.7871	    0.0632	    0.6710	   28.9460	    0.6575
21445	    0.3793	    1.7871	    0.0632	    0.6710	   28.9460	    0.6575
21446	    0.3793	    1.7871	    0.0632	    0.6710	   28.9190	    0.6575
21447	    0.3783	    1.7871	    0.0632	    0.6710	   28.9190	    0.6575
21448	    0.3783	    1.7871	    0.0592	    0.6710	   28.9190	    0.6575
21449	    0.3783	    1.7871	    0.0592	    0.6710	   28.9190	    0.6555
21450	    0.3783	    1.7871	    0.0592	    0.6710	   28.9440	    0.6555
21451	    0.3783	    1.7871	    0.0592	    0.6790	   28.9440	    0.6555
21452	    0.3783	    1.7371	    0.0592	    0.6790	   28.9440	    0.6555
21453	    0.3783	    1.7371	    0.0592	    0.6790	   28.9440	    0.6555
21454	    0.3923	    1.7371	    0.0592	    0.6790	   28.9440	    0.6555
21455	    0.3923	    1.7371	    0.0592	    0.6790	   28.9600	    0.6555
21456	    0.3923	    1.7371	    0.0592	    0.6790	   28.9600	    0.6765
21457	    0.3923	    1.7661	    0.0592	    0.6790	   28.9600	    0.6765
21458	    0.3923	    1.7661	    0.0592	    0.6790	   28.9600	    0.6765
21459	    0.3923	    1.7661	    0.0592	    0.6790	   28.9320	    0.6765
21460	    0.3923	    1.7661	    0.0592	    0.6790	   28.9320	    0.7165
21461	    0.3923	    1.7661	    0.0592	    0.6720	   28.9320	    0.7165
21462	    0.3923	    1.7701	    0.0592	    0.6720	   28.9320	    0.7165
21463	    0.3923	    1.7701	    0.0592	    0.6720	   28.9320	    0.6965
21464	    0.3923	    1.7701	    0.0592	    0.6720	   28.9320	    0.6825
21465	    0.3923	    1.7701	    0.0592	    0.6720	   28.9320	    0.6825
21466	    0.3923	    1.7471	    0.0592	    0.6720	   28.9320	    0.6825
21467	    0.3923	    1.7471	    0.0592	    0.6720	   28.9320	    0.7205
21468	    0.3923	    1.7951	    0.0592	    0.6720	   28.9320	    0.7205
21469	    0.3623	    1.7951	    0.0592	    0.6720	   28.9320	    0.7205
21470	    0.3553	    1.7951	    0.0592	    0.6720	   28.9320	    0.7205
21471	    0.3553	    1.8191	    0.0592	    0.6720	   28.9320	    0.7205
21472	    0.3553	    1.8191	    0.0592	    0.6720	   28.9580	    0.7205
21473	    0.3553	    1.7841	    0.0592	    0.6720	   28.9580	    0.7205
21474	    0.3553	    1.7781	    0.0592	    0.6720	   28.9580	    0.7205
21475	    0.3473	    1.7781	    0.0592	    0.6720	   28.9580	    0.7205
21476	    0.2983	    1.7781	    0.0592	    0.6720	   28.9580	    0.7205
21477	    0.2983	    1.7901	    0.0592	    0.6720	   28.9580	    0.7205
21478	    0.3173	    1.7901	    0.0592	    0.6720	   28.9580	    0.7205
21479	    0.3173	    1.7901	    0.0592	    0.6720	   28.9580	    0.7135
21480	    0.3173	    1.7901	    0.0592	    0.6720	   28.9580	    0.6955
21481	    0.3173	    1.7901	    0.0902	    0.6720	   28.9580	    0.6955
21482	    0.3173	    1.7901	    0.0902	    0.6720	   28.9580	    0.7105
