coordx	coordy	rank
875514.0810	4437814.5418	279
875514.0810	4438314.5418	279
875514.0810	4438814.5418	280
875514.0810	4439314.5418	281
875514.0810	4439814.5418	282
875514.0810	4440314.5418	283
875514.0810	4440814.5418	285
875514.0810	4441314.5418	285
875514.0810	4441814.5418	286
875514.0810	4442314.5418	287
875514.0810	4442814.5418	288
875514.0810	4443314.5418	288
875514.0810	4443814.5418	287
875514.0810	4444314.5418	286
875514.0810	4444814.5418	285
875514.0810	4445314.5418	285
875514.0810	4445814.5418	285
875514.0810	4446314.5418	286
875514.0810	4446814.5418	287
875514.0810	4447314.5418	287
875514.0810	4447814.5418	288
875514.0810	4448314.5418	288
875514.0810	4448814.5418	289
875514.0810	4449314.5418	290
875514.0810	4449814.5418	291
875514.0810	4450314.5418	292
875514.0810	4450814.5418	293
875514.0810	4451314.5418	303
875514.0810	4451814.5418	303
875514.0810	4452314.5418	303
875514.0810	4452814.5418	303
875514.0810	4453314.5418	303
875514.0810	4453814.5418	304
875514.0810	4454314.5418	303
875514.0810	4454814.5418	302
875514.0810	4455314.5418	301
875514.0810	4455814.5418	300
875514.0810	4456314.5418	299
875514.0810	4456814.5418	298
875514.0810	4457314.5418	298
875514.0810	4457814.5418	298
875514.0810	4458314.5418	299
875514.0810	4458814.5418	300
875514.0810	4459314.5418	301
875514.0810	4459814.5418	300
875514.0810	4460314.5418	299
875514.0810	4460814.5418	299
875514.0810	4461314.5418	300
875514.0810	4461814.5418	300
875514.0810	4462314.5418	299
875514.0810	4462814.5418	299
875514.0810	4463314.5418	300
875514.0810	4463814.5418	301
875514.0810	4464314.5418	302
875514.0810	4464814.5418	303
875514.0810	4465314.5418	304
875514.0810	4465814.5418	306
875514.0810	4466314.5418	307
875514.0810	4466814.5418	307
875514.0810	4467314.5418	308
875514.0810	4467814.5418	309
875514.0810	4468314.5418	323
875514.0810	4468814.5418	323
875514.0810	4469314.5418	324
875514.0810	4469814.5418	323
875514.0810	4470314.5418	322
875514.0810	4470814.5418	321
875514.0810	4471314.5418	322
875514.0810	4471814.5418	323
875514.0810	4472314.5418	320
875514.0810	4472814.5418	320
875514.0810	4473314.5418	319
875514.0810	4473814.5418	319
875514.0810	4474314.5418	319
875514.0810	4474814.5418	319
875514.0810	4475314.5418	319
875514.0810	4475814.5418	322
875514.0810	4476314.5418	322
875514.0810	4476814.5418	323
875514.0810	4477314.5418	326
875514.0810	4477814.5418	326
875514.0810	4478314.5418	323
875514.0810	4478814.5418	323
875514.0810	4479314.5418	323
875514.0810	4479814.5418	323
875514.0810	4480314.5418	324
875514.0810	4480814.5418	326
875514.0810	4481314.5418	325
875514.0810	4481814.5418	326
875514.0810	4482314.5418	327
875514.0810	4482814.5418	328
875514.0810	4483314.5418	331
875514.0810	4483814.5418	331
875514.0810	4484314.5418	331
875514.0810	4484814.5418	332
875514.0810	4485314.5418	334
875514.0810	4485814.5418	334
875514.0810	4486314.5418	336
875514.0810	4486814.5418	338
875514.0810	4487314.5418	339
875514.0810	4487814.5418	340
875514.0810	4488314.5418	341
875514.0810	4488814.5418	358
875514.0810	4489314.5418	357
875514.0810	4489814.5418	356
875514.0810	4490314.5418	356
875514.0810	4490814.5418	356
875514.0810	4491314.5418	357
875514.0810	4491814.5418	358
875514.0810	4492314.5418	356
875514.0810	4492814.5418	363
875514.0810	4493314.5418	363
875514.0810	4493814.5418	362
875514.0810	4494314.5418	371
875514.0810	4494814.5418	370
875514.0810	4495314.5418	369
875514.0810	4495814.5418	368
875514.0810	4496314.5418	367
875514.0810	4496814.5418	366
875514.0810	4497314.5418	366
875514.0810	4497814.5418	366
875514.0810	4498314.5418	367
875514.0810	4498814.5418	368
875514.0810	4499314.5418	365
875514.0810	4499814.5418	365
875514.0810	4500314.5418	365
875514.0810	4500814.5418	367
875514.0810	4501314.5418	371
875514.0810	4501814.5418	370
875514.0810	4502314.5418	370
875514.0810	4502814.5418	372
875514.0810	4503314.5418	372
875514.0810	4503814.5418	372
875514.0810	4504314.5418	372
875514.0810	4504814.5418	383
875514.0810	4505314.5418	382
875514.0810	4505814.5418	381
875514.0810	4506314.5418	380
875514.0810	4506814.5418	379
875514.0810	4507314.5418	379
875514.0810	4507814.5418	378
875514.0810	4508314.5418	378
875514.0810	4508814.5418	378
875514.0810	4509314.5418	378
875514.0810	4509814.5418	377
875514.0810	4510314.5418	377
875514.0810	4510814.5418	378
875514.0810	4511314.5418	379
875514.0810	4511814.5418	380
875514.0810	4512314.5418	381
875514.0810	4512814.5418	382
875514.0810	4513314.5418	383
875514.0810	4513814.5418	385
875514.0810	4514314.5418	385
875514.0810	4514814.5418	386
875514.0810	4515314.5418	387
876014.0810	4411314.5418	287
876014.0810	4411814.5418	287
876014.0810	4412314.5418	301
876014.0810	4412814.5418	300
876014.0810	4413314.5418	299
876014.0810	4413814.5418	298
876014.0810	4414314.5418	297
876014.0810	4414814.5418	296
876014.0810	4415314.5418	295
876014.0810	4415814.5418	294
876014.0810	4416314.5418	293
876014.0810	4416814.5418	293
876014.0810	4417314.5418	292
876014.0810	4417814.5418	290
876014.0810	4418314.5418	290
876014.0810	4418814.5418	290
876014.0810	4419314.5418	288
876014.0810	4419814.5418	287
876014.0810	4420314.5418	286
876014.0810	4420814.5418	285
876014.0810	4421314.5418	284
876014.0810	4421814.5418	283
876014.0810	4422314.5418	280
876014.0810	4422814.5418	279
876014.0810	4423314.5418	278
876014.0810	4423814.5418	278
876014.0810	4424314.5418	278
876014.0810	4424814.5418	278
876014.0810	4425314.5418	278
876014.0810	4425814.5418	281
876014.0810	4426314.5418	282
876014.0810	4426814.5418	283
876014.0810	4427314.5418	284
876014.0810	4427814.5418	285
876014.0810	4428314.5418	285
876014.0810	4428814.5418	286
876014.0810	4429314.5418	288
876014.0810	4429814.5418	289
876014.0810	4430314.5418	285
876014.0810	4430814.5418	284
876014.0810	4431314.5418	284
876014.0810	4431814.5418	283
876014.0810	4432314.5418	283
876014.0810	4432814.5418	280
876014.0810	4433314.5418	279
876014.0810	4433814.5418	278
876014.0810	4434314.5418	277
876014.0810	4434814.5418	277
876014.0810	4435314.5418	277
876014.0810	4435814.5418	277
876014.0810	4436314.5418	277
876014.0810	4436814.5418	277
876014.0810	4437314.5418	278
876014.0810	4437814.5418	278
876014.0810	4438314.5418	279
876014.0810	4438814.5418	280
876014.0810	4439314.5418	281
876014.0810	4439814.5418	282
876014.0810	4440314.5418	283
876014.0810	4440814.5418	284
876014.0810	4441314.5418	285
876014.0810	4441814.5418	286
876014.0810	4442314.5418	287
876014.0810	4442814.5418	288
876014.0810	4443314.5418	288
876014.0810	4443814.5418	287
876014.0810	4444314.5418	286
876014.0810	4444814.5418	285
876014.0810	4445314.5418	284
876014.0810	4445814.5418	285
876014.0810	4446314.5418	286
876014.0810	4446814.5418	285
876014.0810	4447314.5418	286
876014.0810	4447814.5418	287
876014.0810	4448314.5418	288
876014.0810	4448814.5418	289
876014.0810	4449314.5418	290
876014.0810	4449814.5418	291
876014.0810	4450314.5418	292
876014.0810	4450814.5418	304
876014.0810	4451314.5418	303
876014.0810	4451814.5418	302
876014.0810	4452314.5418	302
876014.0810	4452814.5418	302
876014.0810	4453314.5418	301
876014.0810	4453814.5418	299
876014.0810	4454314.5418	301
876014.0810	4454814.5418	300
876014.0810	4455314.5418	299
876014.0810	4455814.5418	300
876014.0810	4456314.5418	299
876014.0810	4456814.5418	298
876014.0810	4457314.5418	297
876014.0810	4457814.5418	298
876014.0810	4458314.5418	299
876014.0810	4458814.5418	300
876014.0810	4459314.5418	301
876014.0810	4459814.5418	300
876014.0810	4460314.5418	299
876014.0810	4460814.5418	298
876014.0810	4461314.5418	298
876014.0810	4461814.5418	299
876014.0810	4462314.5418	298
876014.0810	4462814.5418	299
876014.0810	4463314.5418	300
876014.0810	4463814.5418	301
876014.0810	4464314.5418	302
876014.0810	4464814.5418	303
876014.0810	4465314.5418	304
876014.0810	4465814.5418	305
876014.0810	4466314.5418	308
876014.0810	4466814.5418	308
876014.0810	4467314.5418	308
876014.0810	4467814.5418	322
876014.0810	4468314.5418	322
876014.0810	4468814.5418	322
876014.0810	4469314.5418	320
876014.0810	4469814.5418	320
876014.0810	4470314.5418	321
876014.0810	4470814.5418	320
876014.0810	4471314.5418	321
876014.0810	4471814.5418	320
876014.0810	4472314.5418	319
876014.0810	4472814.5418	319
876014.0810	4473314.5418	318
876014.0810	4473814.5418	318
876014.0810	4474314.5418	318
876014.0810	4474814.5418	318
876014.0810	4475314.5418	319
876014.0810	4475814.5418	320
876014.0810	4476314.5418	323
876014.0810	4476814.5418	323
876014.0810	4477314.5418	327
876014.0810	4477814.5418	322
876014.0810	4478314.5418	322
876014.0810	4478814.5418	322
876014.0810	4479314.5418	322
876014.0810	4479814.5418	322
876014.0810	4480314.5418	323
876014.0810	4480814.5418	324
876014.0810	4481314.5418	326
876014.0810	4481814.5418	326
876014.0810	4482314.5418	327
876014.0810	4482814.5418	328
876014.0810	4483314.5418	329
876014.0810	4483814.5418	330
876014.0810	4484314.5418	333
876014.0810	4484814.5418	333
876014.0810	4485314.5418	334
876014.0810	4485814.5418	335
876014.0810	4486314.5418	336
876014.0810	4486814.5418	337
876014.0810	4487314.5418	338
876014.0810	4487814.5418	340
876014.0810	4488314.5418	340
876014.0810	4488814.5418	341
876014.0810	4489314.5418	357
876014.0810	4489814.5418	356
876014.0810	4490314.5418	355
876014.0810	4490814.5418	356
876014.0810	4491314.5418	357
876014.0810	4491814.5418	355
876014.0810	4492314.5418	355
876014.0810	4492814.5418	355
876014.0810	4493314.5418	355
876014.0810	4493814.5418	358
876014.0810	4494314.5418	371
876014.0810	4494814.5418	370
876014.0810	4495314.5418	369
876014.0810	4495814.5418	368
876014.0810	4496314.5418	367
876014.0810	4496814.5418	366
876014.0810	4497314.5418	365
876014.0810	4497814.5418	366
876014.0810	4498314.5418	367
876014.0810	4498814.5418	364
876014.0810	4499314.5418	364
876014.0810	4499814.5418	364
876014.0810	4500314.5418	365
876014.0810	4500814.5418	370
876014.0810	4501314.5418	370
876014.0810	4501814.5418	369
876014.0810	4502314.5418	369
876014.0810	4502814.5418	371
876014.0810	4503314.5418	371
876014.0810	4503814.5418	372
876014.0810	4504314.5418	371
876014.0810	4504814.5418	371
876014.0810	4505314.5418	382
876014.0810	4505814.5418	382
876014.0810	4506314.5418	381
876014.0810	4506814.5418	379
876014.0810	4507314.5418	378
876014.0810	4507814.5418	378
876014.0810	4508314.5418	377
876014.0810	4508814.5418	377
876014.0810	4509314.5418	376
876014.0810	4509814.5418	376
876014.0810	4510314.5418	378
876014.0810	4510814.5418	379
876014.0810	4511314.5418	380
876014.0810	4511814.5418	380
876014.0810	4512314.5418	382
876014.0810	4512814.5418	382
876014.0810	4513314.5418	383
876014.0810	4513814.5418	384
876014.0810	4514314.5418	385
876014.0810	4514814.5418	386
876514.0810	4411314.5418	286
876514.0810	4411814.5418	286
876514.0810	4412314.5418	286
876514.0810	4412814.5418	300
876514.0810	4413314.5418	299
876514.0810	4413814.5418	298
876514.0810	4414314.5418	297
876514.0810	4414814.5418	297
876514.0810	4415314.5418	296
876514.0810	4415814.5418	295
876514.0810	4416314.5418	294
876514.0810	4416814.5418	294
876514.0810	4417314.5418	293
876514.0810	4417814.5418	293
876514.0810	4418314.5418	291
876514.0810	4418814.5418	291
876514.0810	4419314.5418	288
876514.0810	4419814.5418	287
876514.0810	4420314.5418	286
876514.0810	4420814.5418	285
876514.0810	4421314.5418	284
876514.0810	4421814.5418	282
876514.0810	4422314.5418	281
876514.0810	4422814.5418	279
876514.0810	4423314.5418	278
876514.0810	4423814.5418	277
876514.0810	4424314.5418	277
876514.0810	4424814.5418	277
876514.0810	4425314.5418	277
876514.0810	4425814.5418	278
876514.0810	4426314.5418	283
876514.0810	4426814.5418	284
876514.0810	4427314.5418	284
876514.0810	4427814.5418	285
876514.0810	4428314.5418	286
876514.0810	4428814.5418	287
876514.0810	4429314.5418	289
876514.0810	4429814.5418	289
876514.0810	4430314.5418	285
876514.0810	4430814.5418	285
876514.0810	4431314.5418	284
876514.0810	4431814.5418	283
876514.0810	4432314.5418	282
876514.0810	4432814.5418	281
876514.0810	4433314.5418	280
876514.0810	4433814.5418	277
876514.0810	4434314.5418	277
876514.0810	4434814.5418	276
876514.0810	4435314.5418	276
876514.0810	4435814.5418	276
876514.0810	4436314.5418	276
876514.0810	4436814.5418	277
876514.0810	4437314.5418	277
876514.0810	4437814.5418	278
876514.0810	4438314.5418	279
876514.0810	4438814.5418	280
876514.0810	4439314.5418	281
876514.0810	4439814.5418	282
876514.0810	4440314.5418	283
876514.0810	4440814.5418	284
876514.0810	4441314.5418	285
876514.0810	4441814.5418	286
876514.0810	4442314.5418	285
876514.0810	4442814.5418	286
876514.0810	4443314.5418	287
876514.0810	4443814.5418	285
876514.0810	4444314.5418	284
876514.0810	4444814.5418	283
876514.0810	4445314.5418	283
876514.0810	4445814.5418	283
876514.0810	4446314.5418	284
876514.0810	4446814.5418	285
876514.0810	4447314.5418	286
876514.0810	4447814.5418	287
876514.0810	4448314.5418	289
876514.0810	4448814.5418	290
876514.0810	4449314.5418	290
876514.0810	4449814.5418	291
876514.0810	4450314.5418	292
876514.0810	4450814.5418	304
876514.0810	4451314.5418	303
876514.0810	4451814.5418	302
876514.0810	4452314.5418	301
876514.0810	4452814.5418	301
876514.0810	4453314.5418	300
876514.0810	4453814.5418	298
876514.0810	4454314.5418	298
876514.0810	4454814.5418	297
876514.0810	4455314.5418	299
876514.0810	4455814.5418	298
876514.0810	4456314.5418	297
876514.0810	4456814.5418	296
876514.0810	4457314.5418	296
876514.0810	4457814.5418	296
876514.0810	4458314.5418	297
876514.0810	4458814.5418	298
876514.0810	4459314.5418	298
876514.0810	4459814.5418	297
876514.0810	4460314.5418	297
876514.0810	4460814.5418	298
876514.0810	4461314.5418	297
876514.0810	4461814.5418	297
876514.0810	4462314.5418	299
876514.0810	4462814.5418	300
876514.0810	4463314.5418	300
876514.0810	4463814.5418	301
876514.0810	4464314.5418	302
876514.0810	4464814.5418	303
876514.0810	4465314.5418	305
876514.0810	4465814.5418	305
876514.0810	4466314.5418	306
876514.0810	4466814.5418	309
876514.0810	4467314.5418	309
876514.0810	4467814.5418	322
876514.0810	4468314.5418	321
876514.0810	4468814.5418	321
876514.0810	4469314.5418	320
876514.0810	4469814.5418	319
876514.0810	4470314.5418	319
876514.0810	4470814.5418	319
876514.0810	4471314.5418	320
876514.0810	4471814.5418	320
876514.0810	4472314.5418	319
876514.0810	4472814.5418	318
876514.0810	4473314.5418	318
876514.0810	4473814.5418	317
876514.0810	4474314.5418	317
876514.0810	4474814.5418	318
876514.0810	4475314.5418	319
876514.0810	4475814.5418	320
876514.0810	4476314.5418	321
876514.0810	4476814.5418	321
876514.0810	4477314.5418	321
876514.0810	4477814.5418	322
876514.0810	4478314.5418	321
876514.0810	4478814.5418	321
876514.0810	4479314.5418	321
876514.0810	4479814.5418	322
876514.0810	4480314.5418	323
876514.0810	4480814.5418	325
876514.0810	4481314.5418	327
876514.0810	4481814.5418	327
876514.0810	4482314.5418	327
876514.0810	4482814.5418	328
876514.0810	4483314.5418	329
876514.0810	4483814.5418	330
876514.0810	4484314.5418	332
876514.0810	4484814.5418	333
876514.0810	4485314.5418	334
876514.0810	4485814.5418	335
876514.0810	4486314.5418	336
876514.0810	4486814.5418	337
876514.0810	4487314.5418	338
876514.0810	4487814.5418	339
876514.0810	4488314.5418	340
876514.0810	4488814.5418	341
876514.0810	4489314.5418	358
876514.0810	4489814.5418	355
876514.0810	4490314.5418	354
876514.0810	4490814.5418	354
876514.0810	4491314.5418	354
876514.0810	4491814.5418	354
876514.0810	4492314.5418	354
876514.0810	4492814.5418	354
876514.0810	4493314.5418	355
876514.0810	4493814.5418	355
876514.0810	4494314.5418	357
876514.0810	4494814.5418	357
876514.0810	4495314.5418	370
876514.0810	4495814.5418	367
876514.0810	4496314.5418	366
876514.0810	4496814.5418	365
876514.0810	4497314.5418	364
876514.0810	4497814.5418	364
876514.0810	4498314.5418	364
876514.0810	4498814.5418	363
876514.0810	4499314.5418	363
876514.0810	4499814.5418	364
876514.0810	4500314.5418	365
876514.0810	4500814.5418	364
876514.0810	4501314.5418	369
876514.0810	4501814.5418	368
876514.0810	4502314.5418	368
876514.0810	4502814.5418	368
876514.0810	4503314.5418	370
876514.0810	4503814.5418	370
876514.0810	4504314.5418	370
876514.0810	4504814.5418	370
876514.0810	4505314.5418	370
876514.0810	4505814.5418	373
876514.0810	4506314.5418	373
876514.0810	4506814.5418	379
876514.0810	4507314.5418	378
876514.0810	4507814.5418	377
876514.0810	4508314.5418	376
876514.0810	4508814.5418	375
876514.0810	4509314.5418	375
876514.0810	4509814.5418	377
876514.0810	4510314.5418	378
876514.0810	4510814.5418	379
876514.0810	4511314.5418	380
876514.0810	4511814.5418	384
876514.0810	4512314.5418	383
876514.0810	4512814.5418	383
876514.0810	4513314.5418	384
876514.0810	4513814.5418	385
876514.0810	4514314.5418	386
876514.0810	4514814.5418	387
877014.0810	4411314.5418	285
877014.0810	4411814.5418	285
877014.0810	4412314.5418	285
877014.0810	4412814.5418	285
877014.0810	4413314.5418	285
877014.0810	4413814.5418	286
877014.0810	4414314.5418	285
877014.0810	4414814.5418	286
877014.0810	4415314.5418	296
877014.0810	4415814.5418	296
877014.0810	4416314.5418	295
877014.0810	4416814.5418	294
877014.0810	4417314.5418	294
877014.0810	4417814.5418	294
877014.0810	4418314.5418	290
877014.0810	4418814.5418	289
877014.0810	4419314.5418	288
877014.0810	4419814.5418	287
877014.0810	4420314.5418	286
877014.0810	4420814.5418	285
877014.0810	4421314.5418	283
877014.0810	4421814.5418	283
877014.0810	4422314.5418	280
877014.0810	4422814.5418	279
877014.0810	4423314.5418	278
877014.0810	4423814.5418	277
877014.0810	4424314.5418	276
877014.0810	4424814.5418	276
877014.0810	4425314.5418	277
877014.0810	4425814.5418	277
877014.0810	4426314.5418	277
877014.0810	4426814.5418	277
877014.0810	4427314.5418	285
877014.0810	4427814.5418	285
877014.0810	4428314.5418	286
877014.0810	4428814.5418	287
877014.0810	4429314.5418	290
877014.0810	4429814.5418	286
877014.0810	4430314.5418	286
877014.0810	4430814.5418	285
877014.0810	4431314.5418	284
877014.0810	4431814.5418	283
877014.0810	4432314.5418	282
877014.0810	4432814.5418	281
877014.0810	4433314.5418	281
877014.0810	4433814.5418	277
877014.0810	4434314.5418	276
877014.0810	4434814.5418	276
877014.0810	4435314.5418	275
877014.0810	4435814.5418	275
877014.0810	4436314.5418	276
877014.0810	4436814.5418	276
877014.0810	4437314.5418	277
877014.0810	4437814.5418	278
877014.0810	4438314.5418	277
877014.0810	4438814.5418	278
877014.0810	4439314.5418	279
877014.0810	4439814.5418	281
877014.0810	4440314.5418	282
877014.0810	4440814.5418	282
877014.0810	4441314.5418	284
877014.0810	4441814.5418	284
877014.0810	4442314.5418	285
877014.0810	4442814.5418	286
877014.0810	4443314.5418	287
877014.0810	4443814.5418	285
877014.0810	4444314.5418	284
877014.0810	4444814.5418	283
877014.0810	4445314.5418	282
877014.0810	4445814.5418	283
877014.0810	4446314.5418	284
877014.0810	4446814.5418	285
877014.0810	4447314.5418	286
877014.0810	4447814.5418	287
877014.0810	4448314.5418	285
877014.0810	4448814.5418	285
877014.0810	4449314.5418	285
877014.0810	4449814.5418	285
877014.0810	4450314.5418	288
877014.0810	4450814.5418	288
877014.0810	4451314.5418	303
877014.0810	4451814.5418	302
877014.0810	4452314.5418	301
877014.0810	4452814.5418	300
877014.0810	4453314.5418	299
877014.0810	4453814.5418	299
877014.0810	4454314.5418	297
877014.0810	4454814.5418	296
877014.0810	4455314.5418	296
877014.0810	4455814.5418	297
877014.0810	4456314.5418	296
877014.0810	4456814.5418	295
877014.0810	4457314.5418	295
877014.0810	4457814.5418	296
877014.0810	4458314.5418	297
877014.0810	4458814.5418	298
877014.0810	4459314.5418	296
877014.0810	4459814.5418	296
877014.0810	4460314.5418	296
877014.0810	4460814.5418	296
877014.0810	4461314.5418	296
877014.0810	4461814.5418	297
877014.0810	4462314.5418	300
877014.0810	4462814.5418	300
877014.0810	4463314.5418	301
877014.0810	4463814.5418	302
877014.0810	4464314.5418	303
877014.0810	4464814.5418	303
877014.0810	4465314.5418	306
877014.0810	4465814.5418	306
877014.0810	4466314.5418	306
877014.0810	4466814.5418	321
877014.0810	4467314.5418	321
877014.0810	4467814.5418	322
877014.0810	4468314.5418	321
877014.0810	4468814.5418	320
877014.0810	4469314.5418	319
877014.0810	4469814.5418	318
877014.0810	4470314.5418	318
877014.0810	4470814.5418	318
877014.0810	4471314.5418	316
877014.0810	4471814.5418	316
877014.0810	4472314.5418	319
877014.0810	4472814.5418	318
877014.0810	4473314.5418	317
877014.0810	4473814.5418	316
877014.0810	4474314.5418	317
877014.0810	4474814.5418	318
877014.0810	4475314.5418	319
877014.0810	4475814.5418	320
877014.0810	4476314.5418	321
877014.0810	4476814.5418	320
877014.0810	4477314.5418	320
877014.0810	4477814.5418	319
877014.0810	4478314.5418	321
877014.0810	4478814.5418	320
877014.0810	4479314.5418	321
877014.0810	4479814.5418	322
877014.0810	4480314.5418	323
877014.0810	4480814.5418	324
877014.0810	4481314.5418	326
877014.0810	4481814.5418	328
877014.0810	4482314.5418	328
877014.0810	4482814.5418	329
877014.0810	4483314.5418	330
877014.0810	4483814.5418	330
877014.0810	4484314.5418	331
877014.0810	4484814.5418	332
877014.0810	4485314.5418	334
877014.0810	4485814.5418	335
877014.0810	4486314.5418	336
877014.0810	4486814.5418	337
877014.0810	4487314.5418	338
877014.0810	4487814.5418	349
877014.0810	4488314.5418	349
877014.0810	4488814.5418	349
877014.0810	4489314.5418	349
877014.0810	4489814.5418	355
877014.0810	4490314.5418	354
877014.0810	4490814.5418	353
877014.0810	4491314.5418	353
877014.0810	4491814.5418	353
877014.0810	4492314.5418	353
877014.0810	4492814.5418	354
877014.0810	4493314.5418	354
877014.0810	4493814.5418	354
877014.0810	4494314.5418	356
877014.0810	4494814.5418	356
877014.0810	4495314.5418	356
877014.0810	4495814.5418	367
877014.0810	4496314.5418	366
877014.0810	4496814.5418	364
877014.0810	4497314.5418	363
877014.0810	4497814.5418	363
877014.0810	4498314.5418	362
877014.0810	4498814.5418	362
877014.0810	4499314.5418	362
877014.0810	4499814.5418	362
877014.0810	4500314.5418	363
877014.0810	4500814.5418	364
877014.0810	4501314.5418	369
877014.0810	4501814.5418	368
877014.0810	4502314.5418	367
877014.0810	4502814.5418	368
877014.0810	4503314.5418	369
877014.0810	4503814.5418	369
877014.0810	4504314.5418	369
877014.0810	4504814.5418	369
877014.0810	4505314.5418	372
877014.0810	4505814.5418	372
877014.0810	4506314.5418	371
877014.0810	4506814.5418	372
877014.0810	4507314.5418	373
877014.0810	4507814.5418	373
877014.0810	4508314.5418	373
877014.0810	4508814.5418	374
877014.0810	4509314.5418	375
877014.0810	4509814.5418	376
877014.0810	4510314.5418	377
877014.0810	4510814.5418	379
877014.0810	4511314.5418	380
877014.0810	4511814.5418	385
877014.0810	4512314.5418	384
877014.0810	4512814.5418	384
877014.0810	4513314.5418	385
877014.0810	4513814.5418	385
877014.0810	4514314.5418	386
877014.0810	4514814.5418	387
877514.0810	4411314.5418	285
877514.0810	4411814.5418	284
877514.0810	4412314.5418	284
877514.0810	4412814.5418	284
877514.0810	4413314.5418	284
877514.0810	4413814.5418	284
877514.0810	4414314.5418	286
877514.0810	4414814.5418	286
877514.0810	4415314.5418	285
877514.0810	4415814.5418	284
877514.0810	4416314.5418	284
877514.0810	4416814.5418	285
877514.0810	4417314.5418	285
877514.0810	4417814.5418	295
877514.0810	4418314.5418	290
877514.0810	4418814.5418	289
877514.0810	4419314.5418	288
877514.0810	4419814.5418	287
877514.0810	4420314.5418	286
877514.0810	4420814.5418	286
877514.0810	4421314.5418	284
877514.0810	4421814.5418	281
877514.0810	4422314.5418	280
877514.0810	4422814.5418	279
877514.0810	4423314.5418	278
877514.0810	4423814.5418	277
877514.0810	4424314.5418	276
877514.0810	4424814.5418	275
877514.0810	4425314.5418	276
877514.0810	4425814.5418	275
877514.0810	4426314.5418	276
877514.0810	4426814.5418	277
877514.0810	4427314.5418	278
877514.0810	4427814.5418	280
877514.0810	4428314.5418	280
877514.0810	4428814.5418	281
877514.0810	4429314.5418	282
877514.0810	4429814.5418	287
877514.0810	4430314.5418	286
877514.0810	4430814.5418	285
877514.0810	4431314.5418	284
877514.0810	4431814.5418	283
877514.0810	4432314.5418	282
877514.0810	4432814.5418	282
877514.0810	4433314.5418	282
877514.0810	4433814.5418	277
877514.0810	4434314.5418	276
877514.0810	4434814.5418	275
877514.0810	4435314.5418	274
877514.0810	4435814.5418	275
877514.0810	4436314.5418	275
877514.0810	4436814.5418	276
877514.0810	4437314.5418	275
877514.0810	4437814.5418	276
877514.0810	4438314.5418	277
877514.0810	4438814.5418	278
877514.0810	4439314.5418	280
877514.0810	4439814.5418	280
877514.0810	4440314.5418	281
877514.0810	4440814.5418	282
877514.0810	4441314.5418	283
877514.0810	4441814.5418	284
877514.0810	4442314.5418	285
877514.0810	4442814.5418	286
877514.0810	4443314.5418	282
877514.0810	4443814.5418	285
877514.0810	4444314.5418	283
877514.0810	4444814.5418	282
877514.0810	4445314.5418	281
877514.0810	4445814.5418	282
877514.0810	4446314.5418	282
877514.0810	4446814.5418	283
877514.0810	4447314.5418	284
877514.0810	4447814.5418	282
877514.0810	4448314.5418	284
877514.0810	4448814.5418	284
877514.0810	4449314.5418	284
877514.0810	4449814.5418	285
877514.0810	4450314.5418	287
877514.0810	4450814.5418	287
877514.0810	4451314.5418	296
877514.0810	4451814.5418	302
877514.0810	4452314.5418	301
877514.0810	4452814.5418	300
877514.0810	4453314.5418	299
877514.0810	4453814.5418	298
877514.0810	4454314.5418	298
877514.0810	4454814.5418	296
877514.0810	4455314.5418	295
877514.0810	4455814.5418	295
877514.0810	4456314.5418	296
877514.0810	4456814.5418	295
877514.0810	4457314.5418	294
877514.0810	4457814.5418	295
877514.0810	4458314.5418	296
877514.0810	4458814.5418	296
877514.0810	4459314.5418	295
877514.0810	4459814.5418	295
877514.0810	4460314.5418	295
877514.0810	4460814.5418	295
877514.0810	4461314.5418	296
877514.0810	4461814.5418	297
877514.0810	4462314.5418	298
877514.0810	4462814.5418	299
877514.0810	4463314.5418	301
877514.0810	4463814.5418	301
877514.0810	4464314.5418	302
877514.0810	4464814.5418	304
877514.0810	4465314.5418	305
877514.0810	4465814.5418	305
877514.0810	4466314.5418	306
877514.0810	4466814.5418	321
877514.0810	4467314.5418	320
877514.0810	4467814.5418	320
877514.0810	4468314.5418	321
877514.0810	4468814.5418	320
877514.0810	4469314.5418	319
877514.0810	4469814.5418	318
877514.0810	4470314.5418	317
877514.0810	4470814.5418	318
877514.0810	4471314.5418	316
877514.0810	4471814.5418	315
877514.0810	4472314.5418	315
877514.0810	4472814.5418	316
877514.0810	4473314.5418	315
877514.0810	4473814.5418	317
877514.0810	4474314.5418	318
877514.0810	4474814.5418	318
877514.0810	4475314.5418	320
877514.0810	4475814.5418	318
877514.0810	4476314.5418	317
877514.0810	4476814.5418	317
877514.0810	4477314.5418	319
877514.0810	4477814.5418	318
877514.0810	4478314.5418	319
877514.0810	4478814.5418	319
877514.0810	4479314.5418	320
877514.0810	4479814.5418	322
877514.0810	4480314.5418	323
877514.0810	4480814.5418	325
877514.0810	4481314.5418	325
877514.0810	4481814.5418	327
877514.0810	4482314.5418	328
877514.0810	4482814.5418	329
877514.0810	4483314.5418	331
877514.0810	4483814.5418	331
877514.0810	4484314.5418	332
877514.0810	4484814.5418	333
877514.0810	4485314.5418	334
877514.0810	4485814.5418	335
877514.0810	4486314.5418	336
877514.0810	4486814.5418	337
