coordx	coordy	rank
962514.0810	4426814.5418	69
962514.0810	4427314.5418	69
962514.0810	4427814.5418	70
962514.0810	4428314.5418	71
962514.0810	4428814.5418	66
962514.0810	4429314.5418	65
962514.0810	4429814.5418	65
962514.0810	4430314.5418	66
962514.0810	4430814.5418	66
962514.0810	4431314.5418	66
962514.0810	4431814.5418	81
962514.0810	4432314.5418	81
962514.0810	4432814.5418	79
962514.0810	4433314.5418	77
962514.0810	4433814.5418	76
962514.0810	4434314.5418	76
962514.0810	4434814.5418	77
962514.0810	4435314.5418	75
962514.0810	4435814.5418	76
962514.0810	4436314.5418	71
962514.0810	4436814.5418	71
962514.0810	4437314.5418	70
962514.0810	4437814.5418	69
962514.0810	4438314.5418	69
962514.0810	4438814.5418	70
962514.0810	4439314.5418	71
962514.0810	4439814.5418	71
962514.0810	4440314.5418	71
962514.0810	4440814.5418	71
962514.0810	4441314.5418	71
962514.0810	4441814.5418	72
962514.0810	4442314.5418	73
962514.0810	4442814.5418	74
962514.0810	4443314.5418	75
962514.0810	4443814.5418	76
962514.0810	4444314.5418	81
962514.0810	4444814.5418	81
962514.0810	4445314.5418	81
962514.0810	4445814.5418	83
962514.0810	4446314.5418	84
962514.0810	4446814.5418	84
962514.0810	4447314.5418	84
962514.0810	4447814.5418	84
962514.0810	4448314.5418	97
962514.0810	4448814.5418	97
962514.0810	4449314.5418	96
962514.0810	4449814.5418	96
962514.0810	4450314.5418	97
962514.0810	4450814.5418	98
962514.0810	4451314.5418	99
962514.0810	4451814.5418	118
962514.0810	4452314.5418	117
962514.0810	4452814.5418	117
962514.0810	4453314.5418	116
962514.0810	4453814.5418	117
962514.0810	4454314.5418	115
962514.0810	4454814.5418	115
962514.0810	4455314.5418	119
962514.0810	4455814.5418	118
962514.0810	4456314.5418	117
962514.0810	4456814.5418	117
962514.0810	4457314.5418	118
962514.0810	4457814.5418	119
962514.0810	4458314.5418	125
962514.0810	4458814.5418	127
962514.0810	4459314.5418	127
962514.0810	4459814.5418	128
962514.0810	4460314.5418	129
962514.0810	4460814.5418	129
962514.0810	4461314.5418	129
962514.0810	4461814.5418	129
962514.0810	4462314.5418	132
962514.0810	4462814.5418	135
962514.0810	4463314.5418	134
962514.0810	4463814.5418	135
962514.0810	4464314.5418	136
962514.0810	4464814.5418	137
962514.0810	4465314.5418	137
962514.0810	4465814.5418	140
962514.0810	4466314.5418	140
962514.0810	4466814.5418	141
962514.0810	4467314.5418	141
962514.0810	4467814.5418	141
962514.0810	4468314.5418	148
962514.0810	4468814.5418	148
962514.0810	4469314.5418	150
962514.0810	4469814.5418	151
962514.0810	4470314.5418	150
962514.0810	4470814.5418	150
962514.0810	4471314.5418	151
962514.0810	4471814.5418	152
962514.0810	4472314.5418	153
962514.0810	4472814.5418	155
962514.0810	4473314.5418	155
962514.0810	4473814.5418	155
962514.0810	4474314.5418	156
962514.0810	4474814.5418	158
963014.0810	4412814.5418	99
963014.0810	4413314.5418	98
963014.0810	4413814.5418	97
963014.0810	4414314.5418	97
963014.0810	4414814.5418	97
963014.0810	4415314.5418	93
963014.0810	4415814.5418	92
963014.0810	4416314.5418	92
963014.0810	4416814.5418	91
963014.0810	4417314.5418	91
963014.0810	4417814.5418	90
963014.0810	4418314.5418	84
963014.0810	4418814.5418	84
963014.0810	4419314.5418	81
963014.0810	4419814.5418	80
963014.0810	4420314.5418	79
963014.0810	4420814.5418	79
963014.0810	4421314.5418	78
963014.0810	4421814.5418	76
963014.0810	4422314.5418	76
963014.0810	4422814.5418	74
963014.0810	4423314.5418	73
963014.0810	4423814.5418	72
963014.0810	4424314.5418	72
963014.0810	4424814.5418	72
963014.0810	4425314.5418	72
963014.0810	4425814.5418	69
963014.0810	4426314.5418	68
963014.0810	4426814.5418	68
963014.0810	4427314.5418	68
963014.0810	4427814.5418	69
963014.0810	4428314.5418	65
963014.0810	4428814.5418	64
963014.0810	4429314.5418	64
963014.0810	4429814.5418	64
963014.0810	4430314.5418	64
963014.0810	4430814.5418	65
963014.0810	4431314.5418	66
963014.0810	4431814.5418	67
963014.0810	4432314.5418	82
963014.0810	4432814.5418	78
963014.0810	4433314.5418	77
963014.0810	4433814.5418	76
963014.0810	4434314.5418	75
963014.0810	4434814.5418	76
963014.0810	4435314.5418	74
963014.0810	4435814.5418	75
963014.0810	4436314.5418	72
963014.0810	4436814.5418	70
963014.0810	4437314.5418	69
963014.0810	4437814.5418	68
963014.0810	4438314.5418	68
963014.0810	4438814.5418	68
963014.0810	4439314.5418	69
963014.0810	4439814.5418	70
963014.0810	4440314.5418	71
963014.0810	4440814.5418	70
963014.0810	4441314.5418	71
963014.0810	4441814.5418	73
963014.0810	4442314.5418	74
963014.0810	4442814.5418	74
963014.0810	4443314.5418	75
963014.0810	4443814.5418	76
963014.0810	4444314.5418	80
963014.0810	4444814.5418	80
963014.0810	4445314.5418	81
963014.0810	4445814.5418	82
963014.0810	4446314.5418	83
963014.0810	4446814.5418	83
963014.0810	4447314.5418	83
963014.0810	4447814.5418	84
963014.0810	4448314.5418	97
963014.0810	4448814.5418	96
963014.0810	4449314.5418	95
963014.0810	4449814.5418	96
963014.0810	4450314.5418	97
963014.0810	4450814.5418	98
963014.0810	4451314.5418	99
963014.0810	4451814.5418	116
963014.0810	4452314.5418	117
963014.0810	4452814.5418	116
963014.0810	4453314.5418	115
963014.0810	4453814.5418	116
963014.0810	4454314.5418	114
963014.0810	4454814.5418	114
963014.0810	4455314.5418	115
963014.0810	4455814.5418	117
963014.0810	4456314.5418	116
963014.0810	4456814.5418	117
963014.0810	4457314.5418	118
963014.0810	4457814.5418	119
963014.0810	4458314.5418	120
963014.0810	4458814.5418	121
963014.0810	4459314.5418	128
963014.0810	4459814.5418	129
963014.0810	4460314.5418	130
963014.0810	4460814.5418	130
963014.0810	4461314.5418	130
963014.0810	4461814.5418	133
963014.0810	4462314.5418	133
963014.0810	4462814.5418	136
963014.0810	4463314.5418	135
963014.0810	4463814.5418	135
963014.0810	4464314.5418	136
963014.0810	4464814.5418	138
963014.0810	4465314.5418	138
963014.0810	4465814.5418	138
963014.0810	4466314.5418	141
963014.0810	4466814.5418	143
963014.0810	4467314.5418	142
963014.0810	4467814.5418	149
963014.0810	4468314.5418	149
963014.0810	4468814.5418	149
963014.0810	4469314.5418	151
963014.0810	4469814.5418	151
963014.0810	4470314.5418	151
963014.0810	4470814.5418	151
963014.0810	4471314.5418	151
963014.0810	4471814.5418	152
963014.0810	4472314.5418	153
963014.0810	4472814.5418	156
963014.0810	4473314.5418	156
963014.0810	4473814.5418	156
963014.0810	4474314.5418	157
963014.0810	4474814.5418	157
963514.0810	4412814.5418	99
963514.0810	4413314.5418	98
963514.0810	4413814.5418	98
963514.0810	4414314.5418	99
963514.0810	4414814.5418	94
963514.0810	4415314.5418	94
963514.0810	4415814.5418	93
963514.0810	4416314.5418	93
963514.0810	4416814.5418	93
963514.0810	4417314.5418	92
963514.0810	4417814.5418	84
963514.0810	4418314.5418	83
963514.0810	4418814.5418	83
963514.0810	4419314.5418	82
963514.0810	4419814.5418	80
963514.0810	4420314.5418	79
963514.0810	4420814.5418	78
963514.0810	4421314.5418	77
963514.0810	4421814.5418	76
963514.0810	4422314.5418	75
963514.0810	4422814.5418	74
963514.0810	4423314.5418	73
963514.0810	4423814.5418	72
963514.0810	4424314.5418	71
963514.0810	4424814.5418	71
963514.0810	4425314.5418	70
963514.0810	4425814.5418	68
963514.0810	4426314.5418	67
963514.0810	4426814.5418	67
963514.0810	4427314.5418	67
963514.0810	4427814.5418	66
963514.0810	4428314.5418	66
963514.0810	4428814.5418	66
963514.0810	4429314.5418	63
963514.0810	4429814.5418	63
963514.0810	4430314.5418	63
963514.0810	4430814.5418	64
963514.0810	4431314.5418	65
963514.0810	4431814.5418	66
963514.0810	4432314.5418	64
963514.0810	4432814.5418	78
963514.0810	4433314.5418	77
963514.0810	4433814.5418	77
963514.0810	4434314.5418	76
963514.0810	4434814.5418	74
963514.0810	4435314.5418	73
963514.0810	4435814.5418	73
963514.0810	4436314.5418	71
963514.0810	4436814.5418	70
963514.0810	4437314.5418	70
963514.0810	4437814.5418	69
963514.0810	4438314.5418	67
963514.0810	4438814.5418	67
963514.0810	4439314.5418	68
963514.0810	4439814.5418	70
963514.0810	4440314.5418	69
963514.0810	4440814.5418	71
963514.0810	4441314.5418	71
963514.0810	4441814.5418	74
963514.0810	4442314.5418	75
963514.0810	4442814.5418	78
963514.0810	4443314.5418	78
963514.0810	4443814.5418	78
963514.0810	4444314.5418	79
963514.0810	4444814.5418	80
963514.0810	4445314.5418	81
963514.0810	4445814.5418	81
963514.0810	4446314.5418	82
963514.0810	4446814.5418	82
963514.0810	4447314.5418	83
963514.0810	4447814.5418	84
963514.0810	4448314.5418	94
963514.0810	4448814.5418	94
963514.0810	4449314.5418	94
963514.0810	4449814.5418	95
963514.0810	4450314.5418	97
963514.0810	4450814.5418	98
963514.0810	4451314.5418	117
963514.0810	4451814.5418	116
963514.0810	4452314.5418	115
963514.0810	4452814.5418	114
963514.0810	4453314.5418	114
963514.0810	4453814.5418	115
963514.0810	4454314.5418	113
963514.0810	4454814.5418	113
963514.0810	4455314.5418	114
963514.0810	4455814.5418	115
963514.0810	4456314.5418	115
963514.0810	4456814.5418	116
963514.0810	4457314.5418	118
963514.0810	4457814.5418	119
963514.0810	4458314.5418	120
963514.0810	4458814.5418	121
963514.0810	4459314.5418	122
963514.0810	4459814.5418	130
963514.0810	4460314.5418	131
963514.0810	4460814.5418	131
963514.0810	4461314.5418	131
963514.0810	4461814.5418	134
963514.0810	4462314.5418	134
963514.0810	4462814.5418	136
963514.0810	4463314.5418	136
963514.0810	4463814.5418	136
963514.0810	4464314.5418	137
963514.0810	4464814.5418	139
963514.0810	4465314.5418	139
963514.0810	4465814.5418	140
963514.0810	4466314.5418	141
963514.0810	4466814.5418	143
963514.0810	4467314.5418	143
963514.0810	4467814.5418	150
963514.0810	4468314.5418	150
963514.0810	4468814.5418	154
963514.0810	4469314.5418	153
963514.0810	4469814.5418	152
963514.0810	4470314.5418	152
963514.0810	4470814.5418	152
963514.0810	4471314.5418	152
963514.0810	4471814.5418	153
963514.0810	4472314.5418	153
963514.0810	4472814.5418	154
963514.0810	4473314.5418	157
963514.0810	4473814.5418	157
963514.0810	4474314.5418	157
963514.0810	4474814.5418	158
964014.0810	4412814.5418	100
964014.0810	4413314.5418	99
964014.0810	4413814.5418	99
964014.0810	4414314.5418	100
964014.0810	4414814.5418	101
964014.0810	4415314.5418	94
964014.0810	4415814.5418	94
964014.0810	4416314.5418	94
964014.0810	4416814.5418	94
964014.0810	4417314.5418	85
964014.0810	4417814.5418	84
964014.0810	4418314.5418	83
964014.0810	4418814.5418	82
964014.0810	4419314.5418	81
964014.0810	4419814.5418	80
964014.0810	4420314.5418	79
964014.0810	4420814.5418	78
964014.0810	4421314.5418	78
964014.0810	4421814.5418	76
964014.0810	4422314.5418	75
964014.0810	4422814.5418	75
964014.0810	4423314.5418	76
964014.0810	4423814.5418	73
964014.0810	4424314.5418	71
964014.0810	4424814.5418	70
964014.0810	4425314.5418	69
964014.0810	4425814.5418	68
964014.0810	4426314.5418	67
964014.0810	4426814.5418	66
964014.0810	4427314.5418	66
964014.0810	4427814.5418	65
964014.0810	4428314.5418	65
964014.0810	4428814.5418	65
964014.0810	4429314.5418	62
964014.0810	4429814.5418	62
964014.0810	4430314.5418	62
964014.0810	4430814.5418	63
964014.0810	4431314.5418	64
964014.0810	4431814.5418	65
964014.0810	4432314.5418	63
964014.0810	4432814.5418	63
964014.0810	4433314.5418	64
964014.0810	4433814.5418	77
964014.0810	4434314.5418	75
964014.0810	4434814.5418	75
964014.0810	4435314.5418	74
964014.0810	4435814.5418	72
964014.0810	4436314.5418	71
964014.0810	4436814.5418	71
964014.0810	4437314.5418	72
964014.0810	4437814.5418	67
964014.0810	4438314.5418	66
964014.0810	4438814.5418	66
964014.0810	4439314.5418	68
964014.0810	4439814.5418	68
964014.0810	4440314.5418	70
964014.0810	4440814.5418	71
964014.0810	4441314.5418	72
964014.0810	4441814.5418	73
964014.0810	4442314.5418	77
964014.0810	4442814.5418	77
964014.0810	4443314.5418	77
964014.0810	4443814.5418	78
964014.0810	4444314.5418	79
964014.0810	4444814.5418	80
964014.0810	4445314.5418	80
964014.0810	4445814.5418	80
964014.0810	4446314.5418	81
964014.0810	4446814.5418	82
964014.0810	4447314.5418	83
964014.0810	4447814.5418	93
964014.0810	4448314.5418	94
964014.0810	4448814.5418	93
964014.0810	4449314.5418	93
964014.0810	4449814.5418	94
964014.0810	4450314.5418	95
964014.0810	4450814.5418	96
964014.0810	4451314.5418	97
964014.0810	4451814.5418	116
964014.0810	4452314.5418	115
964014.0810	4452814.5418	114
964014.0810	4453314.5418	113
964014.0810	4453814.5418	112
964014.0810	4454314.5418	113
964014.0810	4454814.5418	112
964014.0810	4455314.5418	113
964014.0810	4455814.5418	114
964014.0810	4456314.5418	115
964014.0810	4456814.5418	116
964014.0810	4457314.5418	117
964014.0810	4457814.5418	119
964014.0810	4458314.5418	120
964014.0810	4458814.5418	121
964014.0810	4459314.5418	122
964014.0810	4459814.5418	126
964014.0810	4460314.5418	126
964014.0810	4460814.5418	127
964014.0810	4461314.5418	127
964014.0810	4461814.5418	128
964014.0810	4462314.5418	137
964014.0810	4462814.5418	137
964014.0810	4463314.5418	137
964014.0810	4463814.5418	137
964014.0810	4464314.5418	137
964014.0810	4464814.5418	138
964014.0810	4465314.5418	140
964014.0810	4465814.5418	140
964014.0810	4466314.5418	141
964014.0810	4466814.5418	144
964014.0810	4467314.5418	151
964014.0810	4467814.5418	152
964014.0810	4468314.5418	151
964014.0810	4468814.5418	155
964014.0810	4469314.5418	154
964014.0810	4469814.5418	153
964014.0810	4470314.5418	154
964014.0810	4470814.5418	153
964014.0810	4471314.5418	153
964014.0810	4471814.5418	154
964014.0810	4472314.5418	154
964014.0810	4472814.5418	154
964014.0810	4473314.5418	155
964014.0810	4473814.5418	158
964014.0810	4474314.5418	158
964514.0810	4412814.5418	101
964514.0810	4413314.5418	100
964514.0810	4413814.5418	100
964514.0810	4414314.5418	100
964514.0810	4414814.5418	101
964514.0810	4415314.5418	95
964514.0810	4415814.5418	95
964514.0810	4416314.5418	95
964514.0810	4416814.5418	95
964514.0810	4417314.5418	85
964514.0810	4417814.5418	84
964514.0810	4418314.5418	83
964514.0810	4418814.5418	82
964514.0810	4419314.5418	81
964514.0810	4419814.5418	80
964514.0810	4420314.5418	80
964514.0810	4420814.5418	79
964514.0810	4421314.5418	78
964514.0810	4421814.5418	77
964514.0810	4422314.5418	76
964514.0810	4422814.5418	77
964514.0810	4423314.5418	78
964514.0810	4423814.5418	72
964514.0810	4424314.5418	71
964514.0810	4424814.5418	70
964514.0810	4425314.5418	70
964514.0810	4425814.5418	69
964514.0810	4426314.5418	67
964514.0810	4426814.5418	66
964514.0810	4427314.5418	65
964514.0810	4427814.5418	64
964514.0810	4428314.5418	64
964514.0810	4428814.5418	65
964514.0810	4429314.5418	61
964514.0810	4429814.5418	61
964514.0810	4430314.5418	62
964514.0810	4430814.5418	64
964514.0810	4431314.5418	64
964514.0810	4431814.5418	62
964514.0810	4432314.5418	62
964514.0810	4432814.5418	62
964514.0810	4433314.5418	62
964514.0810	4433814.5418	62
964514.0810	4434314.5418	76
964514.0810	4434814.5418	75
964514.0810	4435314.5418	75
964514.0810	4435814.5418	73
964514.0810	4436314.5418	72
964514.0810	4436814.5418	72
964514.0810	4437314.5418	65
964514.0810	4437814.5418	66
964514.0810	4438314.5418	65
964514.0810	4438814.5418	66
964514.0810	4439314.5418	67
964514.0810	4439814.5418	68
964514.0810	4440314.5418	69
964514.0810	4440814.5418	71
964514.0810	4441314.5418	77
964514.0810	4441814.5418	77
964514.0810	4442314.5418	76
964514.0810	4442814.5418	76
964514.0810	4443314.5418	77
964514.0810	4443814.5418	78
964514.0810	4444314.5418	79
964514.0810	4444814.5418	79
964514.0810	4445314.5418	79
964514.0810	4445814.5418	80
964514.0810	4446314.5418	82
964514.0810	4446814.5418	82
964514.0810	4447314.5418	92
964514.0810	4447814.5418	92
964514.0810	4448314.5418	92
964514.0810	4448814.5418	92
964514.0810	4449314.5418	93
964514.0810	4449814.5418	94
964514.0810	4450314.5418	95
964514.0810	4450814.5418	111
964514.0810	4451314.5418	111
964514.0810	4451814.5418	111
964514.0810	4452314.5418	115
964514.0810	4452814.5418	114
964514.0810	4453314.5418	113
964514.0810	4453814.5418	112
964514.0810	4454314.5418	111
964514.0810	4454814.5418	113
964514.0810	4455314.5418	114
964514.0810	4455814.5418	115
964514.0810	4456314.5418	115
964514.0810	4456814.5418	116
964514.0810	4457314.5418	117
964514.0810	4457814.5418	120
964514.0810	4458314.5418	120
964514.0810	4458814.5418	121
964514.0810	4459314.5418	125
964514.0810	4459814.5418	125
964514.0810	4460314.5418	125
964514.0810	4460814.5418	126
964514.0810	4461314.5418	126
964514.0810	4461814.5418	127
964514.0810	4462314.5418	128
964514.0810	4462814.5418	138
964514.0810	4463314.5418	138
964514.0810	4463814.5418	138
964514.0810	4464314.5418	138
964514.0810	4464814.5418	138
964514.0810	4465314.5418	139
964514.0810	4465814.5418	141
964514.0810	4466314.5418	141
964514.0810	4466814.5418	159
964514.0810	4467314.5418	158
964514.0810	4467814.5418	157
964514.0810	4468314.5418	156
964514.0810	4468814.5418	155
964514.0810	4469314.5418	154
964514.0810	4469814.5418	154
964514.0810	4470314.5418	154
964514.0810	4470814.5418	155
964514.0810	4471314.5418	154
964514.0810	4471814.5418	155
964514.0810	4472314.5418	155
964514.0810	4472814.5418	155
964514.0810	4473314.5418	155
964514.0810	4473814.5418	156
964514.0810	4474314.5418	159
965014.0810	4412814.5418	102
965014.0810	4413314.5418	101
965014.0810	4413814.5418	101
965014.0810	4414314.5418	101
965014.0810	4414814.5418	96
965014.0810	4415314.5418	96
965014.0810	4415814.5418	96
965014.0810	4416314.5418	96
965014.0810	4416814.5418	96
965014.0810	4417314.5418	85
965014.0810	4417814.5418	84
965014.0810	4418314.5418	83
965014.0810	4418814.5418	83
965014.0810	4419314.5418	82
965014.0810	4419814.5418	81
965014.0810	4420314.5418	80
965014.0810	4420814.5418	79
965014.0810	4421314.5418	78
965014.0810	4421814.5418	77
965014.0810	4422314.5418	77
965014.0810	4422814.5418	78
965014.0810	4423314.5418	67
965014.0810	4423814.5418	72
965014.0810	4424314.5418	71
965014.0810	4424814.5418	71
965014.0810	4425314.5418	71
965014.0810	4425814.5418	71
965014.0810	4426314.5418	67
965014.0810	4426814.5418	66
965014.0810	4427314.5418	63
965014.0810	4427814.5418	64
965014.0810	4428314.5418	63
965014.0810	4428814.5418	64
965014.0810	4429314.5418	60
965014.0810	4429814.5418	60
965014.0810	4430314.5418	62
965014.0810	4430814.5418	63
965014.0810	4431314.5418	60
965014.0810	4431814.5418	62
965014.0810	4432314.5418	61
965014.0810	4432814.5418	61
965014.0810	4433314.5418	61
965014.0810	4433814.5418	62
965014.0810	4434314.5418	62
965014.0810	4434814.5418	62
965014.0810	4435314.5418	74
965014.0810	4435814.5418	74
965014.0810	4436314.5418	73
965014.0810	4436814.5418	65
965014.0810	4437314.5418	64
965014.0810	4437814.5418	64
965014.0810	4438314.5418	65
965014.0810	4438814.5418	66
965014.0810	4439314.5418	67
965014.0810	4439814.5418	68
965014.0810	4440314.5418	69
965014.0810	4440814.5418	71
965014.0810	4441314.5418	71
965014.0810	4441814.5418	76
965014.0810	4442314.5418	75
965014.0810	4442814.5418	76
965014.0810	4443314.5418	77
965014.0810	4443814.5418	78
965014.0810	4444314.5418	78
965014.0810	4444814.5418	78
965014.0810	4445314.5418	79
965014.0810	4445814.5418	80
965014.0810	4446314.5418	91
965014.0810	4446814.5418	91
965014.0810	4447314.5418	91
965014.0810	4447814.5418	91
965014.0810	4448314.5418	91
965014.0810	4448814.5418	92
965014.0810	4449314.5418	93
965014.0810	4449814.5418	95
965014.0810	4450314.5418	95
965014.0810	4450814.5418	111
965014.0810	4451314.5418	110
965014.0810	4451814.5418	110
965014.0810	4452314.5418	110
965014.0810	4452814.5418	111
965014.0810	4453314.5418	110
965014.0810	4453814.5418	110
965014.0810	4454314.5418	110
965014.0810	4454814.5418	111
965014.0810	4455314.5418	115
965014.0810	4455814.5418	115
965014.0810	4456314.5418	116
965014.0810	4456814.5418	118
965014.0810	4457314.5418	118
965014.0810	4457814.5418	121
965014.0810	4458314.5418	121
965014.0810	4458814.5418	121
965014.0810	4459314.5418	123
965014.0810	4459814.5418	124
965014.0810	4460314.5418	125
965014.0810	4460814.5418	125
965014.0810	4461314.5418	126
965014.0810	4461814.5418	127
965014.0810	4462314.5418	128
965014.0810	4462814.5418	139
965014.0810	4463314.5418	139
965014.0810	4463814.5418	139
965014.0810	4464314.5418	139
965014.0810	4464814.5418	139
965014.0810	4465314.5418	139
965014.0810	4465814.5418	140
965014.0810	4466314.5418	142
965014.0810	4466814.5418	159
965014.0810	4467314.5418	158
965014.0810	4467814.5418	157
965014.0810	4468314.5418	156
965014.0810	4468814.5418	155
965014.0810	4469314.5418	155
965014.0810	4469814.5418	155
965014.0810	4470314.5418	155
965014.0810	4470814.5418	155
965014.0810	4471314.5418	155
965014.0810	4471814.5418	155
965014.0810	4472314.5418	156
965014.0810	4472814.5418	156
965014.0810	4473314.5418	156
965014.0810	4473814.5418	156
965014.0810	4474314.5418	157
965514.0810	4413314.5418	102
965514.0810	4413814.5418	102
965514.0810	4414314.5418	102
965514.0810	4414814.5418	97
965514.0810	4415314.5418	97
965514.0810	4415814.5418	97
965514.0810	4416314.5418	97
965514.0810	4416814.5418	86
965514.0810	4417314.5418	85
965514.0810	4417814.5418	84
965514.0810	4418314.5418	84
965514.0810	4418814.5418	83
965514.0810	4419314.5418	83
965514.0810	4419814.5418	81
965514.0810	4420314.5418	80
965514.0810	4420814.5418	79
965514.0810	4421314.5418	78
965514.0810	4421814.5418	78
965514.0810	4422314.5418	78
965514.0810	4422814.5418	78
965514.0810	4423314.5418	67
965514.0810	4423814.5418	66
965514.0810	4424314.5418	66
965514.0810	4424814.5418	65
965514.0810	4425314.5418	65
965514.0810	4425814.5418	64
965514.0810	4426314.5418	63
965514.0810	4426814.5418	62
965514.0810	4427314.5418	63
965514.0810	4427814.5418	62
965514.0810	4428314.5418	64
965514.0810	4428814.5418	60
965514.0810	4429314.5418	59
965514.0810	4429814.5418	60
965514.0810	4430314.5418	61
965514.0810	4430814.5418	59
965514.0810	4431314.5418	59
965514.0810	4431814.5418	60
965514.0810	4432314.5418	61
965514.0810	4432814.5418	60
965514.0810	4433314.5418	61
965514.0810	4433814.5418	62
965514.0810	4434314.5418	61
965514.0810	4434814.5418	61
965514.0810	4435314.5418	62
965514.0810	4435814.5418	62
965514.0810	4436314.5418	63
965514.0810	4436814.5418	64
965514.0810	4437314.5418	63
965514.0810	4437814.5418	65
965514.0810	4438314.5418	66
965514.0810	4438814.5418	67
965514.0810	4439314.5418	67
965514.0810	4439814.5418	68
965514.0810	4440314.5418	69
965514.0810	4440814.5418	70
965514.0810	4441314.5418	72
965514.0810	4441814.5418	73
965514.0810	4442314.5418	74
965514.0810	4442814.5418	74
965514.0810	4443314.5418	75
965514.0810	4443814.5418	77
965514.0810	4444314.5418	77
965514.0810	4444814.5418	78
965514.0810	4445314.5418	79
965514.0810	4445814.5418	91
965514.0810	4446314.5418	90
965514.0810	4446814.5418	91
965514.0810	4447314.5418	90
965514.0810	4447814.5418	90
965514.0810	4448314.5418	91
965514.0810	4448814.5418	92
965514.0810	4449314.5418	93
965514.0810	4449814.5418	94
965514.0810	4450314.5418	111
965514.0810	4450814.5418	110
965514.0810	4451314.5418	110
965514.0810	4451814.5418	109
965514.0810	4452314.5418	110
965514.0810	4452814.5418	111
965514.0810	4453314.5418	110
965514.0810	4453814.5418	109
965514.0810	4454314.5418	110
965514.0810	4454814.5418	111
965514.0810	4455314.5418	116
965514.0810	4455814.5418	116
965514.0810	4456314.5418	116
965514.0810	4456814.5418	117
965514.0810	4457314.5418	118
965514.0810	4457814.5418	120
965514.0810	4458314.5418	120
965514.0810	4458814.5418	121
965514.0810	4459314.5418	122
965514.0810	4459814.5418	123
965514.0810	4460314.5418	124
965514.0810	4460814.5418	125
965514.0810	4461314.5418	126
965514.0810	4461814.5418	127
965514.0810	4462314.5418	128
965514.0810	4462814.5418	129
965514.0810	4463314.5418	140
965514.0810	4463814.5418	140
965514.0810	4464314.5418	140
965514.0810	4464814.5418	140
965514.0810	4465314.5418	140
965514.0810	4467314.5418	158
965514.0810	4469814.5418	156
965514.0810	4470314.5418	156
965514.0810	4470814.5418	157
965514.0810	4471314.5418	156
965514.0810	4471814.5418	156
965514.0810	4472314.5418	157
965514.0810	4472814.5418	157
965514.0810	4473314.5418	157
966014.0810	4414314.5418	103
966014.0810	4414814.5418	98
966014.0810	4415314.5418	98
966014.0810	4415814.5418	98
966014.0810	4416314.5418	88
966014.0810	4416814.5418	87
966014.0810	4417314.5418	86
966014.0810	4417814.5418	85
966014.0810	4418314.5418	84
966014.0810	4418814.5418	83
966014.0810	4419314.5418	82
966014.0810	4419814.5418	81
966014.0810	4420314.5418	80
966014.0810	4420814.5418	79
966014.0810	4421314.5418	79
966014.0810	4421814.5418	80
966014.0810	4422314.5418	79
966014.0810	4422814.5418	79
966014.0810	4423314.5418	67
966014.0810	4423814.5418	66
966014.0810	4424314.5418	65
966014.0810	4424814.5418	64
966014.0810	4425314.5418	64
966014.0810	4425814.5418	63
966014.0810	4426314.5418	62
966014.0810	4426814.5418	62
966014.0810	4427314.5418	61
966014.0810	4427814.5418	61
966014.0810	4428314.5418	62
966014.0810	4428814.5418	59
966014.0810	4429314.5418	58
966014.0810	4429814.5418	59
966014.0810	4430314.5418	58
966014.0810	4430814.5418	58
966014.0810	4431314.5418	59
966014.0810	4431814.5418	60
966014.0810	4432314.5418	59
966014.0810	4432814.5418	59
966014.0810	4433314.5418	59
966014.0810	4433814.5418	60
966014.0810	4434314.5418	60
966014.0810	4434814.5418	60
966014.0810	4435314.5418	61
966014.0810	4435814.5418	61
966014.0810	4436314.5418	62
966014.0810	4436814.5418	62
966014.0810	4437314.5418	64
966014.0810	4437814.5418	65
966014.0810	4438314.5418	68
966014.0810	4438814.5418	69
966014.0810	4439314.5418	68
966014.0810	4439814.5418	68
966014.0810	4440314.5418	69
966014.0810	4440814.5418	70
966014.0810	4441314.5418	71
966014.0810	4441814.5418	72
966014.0810	4442314.5418	73
966014.0810	4442814.5418	74
966014.0810	4443314.5418	76
966014.0810	4443814.5418	76
966014.0810	4444314.5418	77
966014.0810	4444814.5418	78
966014.0810	4445314.5418	79
966014.0810	4445814.5418	90
966014.0810	4446314.5418	89
966014.0810	4446814.5418	90
966014.0810	4447314.5418	89
966014.0810	4447814.5418	89
966014.0810	4448314.5418	90
966014.0810	4448814.5418	91
966014.0810	4449314.5418	92
966014.0810	4449814.5418	95
966014.0810	4450314.5418	111
966014.0810	4450814.5418	110
966014.0810	4451314.5418	109
966014.0810	4451814.5418	108
966014.0810	4452314.5418	109
966014.0810	4452814.5418	109
966014.0810	4453314.5418	108
966014.0810	4453814.5418	108
966014.0810	4454314.5418	109
966014.0810	4454814.5418	111
966014.0810	4455314.5418	112
966014.0810	4455814.5418	117
966014.0810	4456314.5418	117
966014.0810	4456814.5418	117
966014.0810	4457314.5418	118
966014.0810	4457814.5418	119
966014.0810	4458314.5418	120
966014.0810	4458814.5418	121
966014.0810	4459314.5418	122
966014.0810	4459814.5418	124
966014.0810	4460314.5418	125
966014.0810	4460814.5418	125
966014.0810	4461314.5418	126
966014.0810	4461814.5418	127
966014.0810	4462314.5418	128
966014.0810	4462814.5418	130
966014.0810	4463314.5418	131
